,id,Цена,Цена за кв.метр,Количество собственников,Район,Улица,Вид сделки,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Этажей в доме,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Техника,Способ продажи,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Дополнительно,Тип комнат,Мебель,Тип продавца,Data_added,latitude,longitude,center_distance,metro_distance
79,7375857425,7717500.0,157500.0,Группа компаний «Финстрой»,Krasnoglinsky,"1 кв-л, д. 78",возможна ипотека,1,49.0,22.6,,7.0,10.0,лоджия,2.7,совмещенный,,,,,кирпичный,,,,,,открытая во дворе,,,,агентство,2025-05-27,,,,
80,7429401137,3150000.0,70000.0,Контактное лицо,Leninsky,"Ленинская ул., 250",возможна ипотека,2,45.0,11.0,32.0,1.0,1.0,,2.6,совмещенный,во двор,косметический,,свободная,деревянный,1904.0,,,,,,,смежные,,агентство,2025-05-27,53.1999614,50.1181002,1.85,1.51
81,7378514289,5350257.0,108967.0,Группа компаний «Развитие»,Krasnoglinsky,"кв-л 3, ЖК «Салют»",,1,49.1,49.0,,1.0,12.0,,2.5,,,,,,кирпичный,,1,,,,,,,,агентство,2025-05-27,,,,
82,2633477743,14340000.0,130009.0,ООО «СЗ «Архитектор»,,"ул. Дыбенко/пр-д 3-й/4-й, стр. 1",,3,110.3,43.7,36.2,21.0,27.0,лоджия,,,,,,,монолитный,,,,,,,,изолированные,,агентство,2025-05-27,,,,
83,7367159324,6900000.0,155056.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Oktyabrsky,"5-я просека, 95",возможна ипотека,1,44.5,12.9,17.5,5.0,25.0,лоджия,2.7,совмещенный,во двор,дизайнерский,"кондиционер, водонагреватель",свободная,монолитно-кирпичный,2009.0,2,2,,детская площадка,подземная,"гардеробная, панорамные окна",,"кухня, хранение одежды",частное лицо,2025-05-27,53.2429317,50.1820946,8.21,4.09
84,3132170960,17024000.0,190000.0,ООО СЗ «ВОЛГА СТРОЙ ДЕВЕЛОПМЕНТ»,Samarsky,"ул. Максима Горького, д. 27/2",,3,89.6,,,5.0,6.0,,,,"во двор, на улицу",,,,монолитно-кирпичный,,,,,,,,,,агентство,2025-05-27,,,,
85,7378495985,6647730.0,106534.0,Группа компаний «Развитие»,Krasnoglinsky,"кв-л 3, ЖК «Салют»",,2,62.4,62.0,,1.0,12.0,,2.5,,,,,,кирпичный,,1,,,,,,изолированные,,агентство,2025-05-27,,,,
86,2532985334,4850000.0,100000.0,1 собственник,Kuibyshevsky,"Новокомсомольская ул., 40",,1,48.5,10.4,21.0,4.0,9.0,лоджия,,совмещенный,во двор,евро,"холодильник, стиральная машина",свободная,кирпичный,2010.0,1,,,детская площадка,открытая во дворе,гардеробная,,"кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.1495597,50.0896315,4.64,7.3
87,2832935410,16546565.0,214612.0,Группа компаний «Древо»,Oktyabrsky,"ул. Ново-Садовая, стр. 1",возможна ипотека,2,77.1,19.6,34.4,2.0,29.0,,,,,,,договор долевого участия,монолитно-кирпичный,,,,,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,агентство,2025-05-27,53.220039,50.164226,5.65,1.35
88,7420843386,3300000.0,103125.0,2 собственника или больше,Sovetsky,"Вольская ул., 25",,1,32.0,6.0,17.5,4.0,5.0,,2.4,совмещенный,во двор,косметический,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,1964.0,нет,нет,газ,детская площадка,,,,кухня,частное лицо,2025-05-27,53.215756,50.236815,9.88,0.84
90,2522185914,9969300.0,159000.0,Группа компаний «ВИРА»,Oktyabrsky,"ул. Гастелло, д. 6",,2,62.7,13.6,,2.0,16.0,,,,,,,,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,53.2304769,50.185853,7.5,3.2
91,4474327626,12652200.0,162000.0,Группа компаний «ВИРА»,Oktyabrsky,"ул. Гастелло, д. 6",,2,78.1,18.9,,16.0,16.0,,,,,,,,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,53.2304769,50.185853,7.5,3.2
92,4404178713,20800000.0,253659.0,1 собственник,Leninsky,"Никитинская ул., 79",возможна ипотека,3,82.0,9.5,45.0,2.0,9.0,балкон,2.6,"совмещенный, раздельный",на улицу,дизайнерский,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,кирпичный,1992.0,1,,,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.1943492,50.1214039,1.82,1.88
93,7326788407,9109000.0,102233.0,Группа компаний «Корпорация КОШЕЛЕВ»,Kirovsky,"ул. Олега Пешкова, стр. 9",возможна ипотека,3,89.1,13.3,49.0,6.0,16.0,лоджия,,раздельный,,,,договор долевого участия,кирпичный,,1,1,,детская площадка,открытая во дворе,,изолированные,,агентство,2025-05-27,53.3026534,50.3292589,19.98,10.54
94,3735362608,4550000.0,80247.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Promyshlenny,"ул. 22-го Партсъезда, 171",,3,56.7,5.0,41.7,4.0,5.0,балкон,2.5,раздельный,на улицу,требует ремонта,,свободная,панельный,1966.0,нет,нет,газ,спортивная площадка,открытая во дворе,,"изолированные, смежные","кухня, хранение одежды, спальные места",частное лицо,2025-05-27,53.228044,50.2110366,8.79,2.91
